loan_id,customer_id,loan_amount,interest_rate,start_date
LONVPZU3DK5YC7L,CUSCUW7EZREDCWU,1749.54,7.19,17-03-2025
LON13YGIL4I127Z,CUSZSLB7JL6LXCU,47563.06,12.49,01-10-2022
LON2EYOAHBOFEEG,CUS38DAX96E43MC,500,6.25,27-01-2022
LON8SKNIWQX9YG0,CUSK40NLQPMAUQ9,4655.41,16.29,04-11-2024
LON7JQ08WVOZAT2,CUSAP9S0T9DYTGY,28732.32,2.09,20-10-2021
LON4W2410G7JGNP,CUSYNKXTRL0JIY4,55409.82,3.4,20-03-2021
LONJFQHJBIMO8JD,CUSIHX00BF28O7R,63953.12,6.77,19-07-2019
LONGDICU5GV0UQ4,CUSKPGVF4LA5V5R,26727.62,4.09,23-01-2019
LONVW4C0U4P412V,CUSMB4HXOXKN5BU,13873.2,15.48,25-01-2023
LONWXY31ZJNS1HW,CUS6IT7O2CVPQLZ,22743.5,12.17,12-01-2023
LONVN3FQ8LXGG58,CUSPDT2VJMCDR8Q,32531.51,8.06,24-08-2021
LON9JH47FCDH1G7,CUS6TIDYXMWWA0M,12210.33,16.23,08-02-2019
LON5XB6QVNYM0D1,CUSUCV244GPCVVS,4687.85,7.21,07-01-2023
LONQSXX52KGP841,CUSY858R120Q66L,60427.85,4.68,02-12-2022
LONECOTGIDSIZ3X,CUSVOSXBH43J6GM,26082.6,13.08,12-01-2024
LON8P20Z99CFJZZ,CUSRV170HAGMQP4,21121.64,9.87,14-10-2019
LON1ZBWV4JJH38U,CUSN6GL12CTXOWU,7611.29,9.4,03-05-2019
LONC6V4RM3JXE98,CUSXDNYV2DN587G,27528.02,8.14,04-12-2019
LON2HD5NS9GZ9OG,CUSMAL4DL1X2BK2,15526.59,9.17,27-02-2022
LON2HJ37XOLXHNA,CUSZK5SDPKIO8XL,48778.31,4.08,06-07-2024
LONB7GNU5KCS067,CUSP91OHTNNEQED,33027.41,11.69,12-10-2024
LON1MWT77ET4L6N,CUSADI8U9UOYHOK,55924.33,8.88,05-08-2019
LONTAX9HH9FWIUI,CUSK93ZDJG78KIW,9887.45,8.71,16-07-2022
LONKTL7QY5NW0LI,CUSHC8GTJFNHP8L,4082.02,13.31,24-05-2020
LONOKGLZYJ0IOGN,CUS1XEPT6DEZ9BL,48805.47,6.18,08-11-2021
LONBFV8TDMNW48Y,CUSJBRV5NAH7603,33170.71,6.8,08-10-2024
LOND71OCBH0HXO4,CUSTID0RAK8MDA1,27915.91,8.61,21-02-2019
LON3YHV0MVLQ3M1,CUSPAGQ4DZGCXKR,41378.98,9.39,17-12-2025
LON2GKJ84SOR2UA,CUSMVG6DE1XJ4BS,15960.26,7.21,28-05-2025
LONRHBLN4PT7EBS,CUSAYKXB4KU3GMK,37874.93,6.89,02-02-2019
LONEHV6FVJ5T1LR,CUS16DC4UVUW3QU,52522.98,4.44,02-02-2019
LONT4W8ZICCEG6I,CUSJOCMYAACDFQC,500,6.19,06-01-2019
LON9THASXAAF29F,CUS6ITUBUM7984K,51183.0,7.62,14-07-2020
LONFY0D466M55EL,CUSZQ8SNVNBDS4L,53723.27,5.31,04-10-2019
LONSP0GBJ5XE5MW,CUSE7NZLKWKBCVM,21751.49,9.24,20-07-2022
LONKGUUGFM8KODW,CUSY7QK0LQFEDG0,6859.14,10.14,08-12-2023
LONFV8USZXW8IDA,CUSXUO0QNMTQOMO,33368.96,4.98,11-07-2025
LON8UH5U9CQZO1L,CUSZ36FBD96SKCQ,8054.82,8.54,19-01-2019
LONKPSQD0LQJOY5,CUST5E9XGDPF8RT,12780.29,6.5,11-09-2021
LON5YQE7DKYMWHA,CUSTCHTGON28D8D,19212.74,7.05,12-02-2023
LONJD3PZUHH6I18,CUSRMOO7AB1OFD9,34373.7,3.08,16-10-2025
LONVDASN4E0FFOB,CUS3UXCS0WJN747,75643.09,3.93,16-07-2025
LONH303CK19JFBY,CUSNKF4MP62ZFOP,6825.81,12.45,26-04-2022
LONSS9W27N3AN8B,CUSBPK3CQCVY4U9,31362.13,9.4,11-04-2022
LONOKKDTAR3FMV0,CUSWY2FPHDMHU6C,40360.51,10.22,07-12-2019
LON8KUKPD0LGK2S,CUSERETVGOC56Z9,42397.49,3.77,26-12-2020
LONSYOD7XDJA2EM,CUSDDYJPXF1KMZ9,8423.6,10.43,26-03-2025
LON05L96A44YZ89,CUSWQO86KMKJB89,15120.24,10.98,21-03-2023
LONRZ6BETEPS4H2,CUSC7PFEKELI6ZC,54380.97,6.53,06-08-2020
LONIMUSTU54TEH2,CUSX26EDVGXTBNE,22020.28,7.68,08-11-2019
LONQJX627AI5ERO,CUSS1643M67J18P,9142.41,12.14,13-10-2022
LONZCX7QS5LQ4MB,CUSGGP2YRFC1XWM,17717.05,7.21,04-05-2019
LON4NGUP3A0L2RN,CUSD1QA7OWWN4T9,18666.38,10.02,06-04-2019
LON61TJ90O0SG5H,CUSBPYJKKK9BVX8,69086.91,8.87,16-10-2022
LONGS1KCCBSOS4O,CUSJVBMUH7OIX9Z,40862.31,6.57,06-02-2025
LONZZYUMBH2ZC7P,CUSY65LK9ND8EBQ,6634.75,12.54,05-01-2024
LONSSAXW13YTS6A,CUS2AY8E23FS0YC,5402.8,11.0,13-09-2024
LONYMVIPV8IWH5L,CUS1790QLDLD8ZW,41819.15,3.31,18-10-2025
LONB2VESXWZ7810,CUSMRCNKXJETEM4,32610.73,7.06,11-07-2020
LONFPHD8OLBOAJO,CUS2EZRNR52EU7G,17361.43,11.59,08-12-2024
LONLLGQ9L8NM2JG,CUS944WPAHIPVCB,15086.61,10.5,21-11-2022
LONCILVJ6O1S47Q,CUSS56NTVBN96QD,11478.44,9.63,06-06-2019
LONK5WTCPAZY4IX,CUSHP2R17K2D24T,18202.83,7.96,22-05-2024
LONXYNAI9CTI7FI,CUSOH197N1KVWWT,24030.83,8.16,05-11-2021
LON7X17PCTBSLFD,CUSACE8GSMS2BEV,86085.86,4.3,27-08-2024
LONOWXEL64A8692,CUSETW67ANJYPRO,1919.22,12.55,10-09-2024
LONOUXDTVKLQB46,CUS9LFI4MSY3OGG,59789.73,11.64,17-01-2024
LONGR9HAFBTX6TF,CUSHLV5R8YG67VS,48274.81,9.48,20-02-2025
LONVRURSGNS8R7K,CUSP5D8II7V6KS4,35554.79,8.4,09-01-2021
LON8XXVCW0SSSHT,CUSQIMVGDEADYX1,40737.84,3.06,18-02-2020
LON98HZXIRYJONL,CUSGRKO2X2P8N6B,22386.69,5.13,16-12-2024
LONPPAAA1RZBDDY,CUSVV2NWMQOWP67,17031.37,7.14,21-11-2021
LONMW0BTP8HMT7X,CUSEIUUA8Z6OKKC,34625.71,9.97,03-01-2022
LON0CKEKZ9P1098,CUS9B662BXRQYNM,22002.76,5.23,28-10-2019
LON7SMRT5VSCX6L,CUS3PNR6TSXQ6HK,30894.38,8.86,04-08-2021
LONWYHKZJ2A1K1C,CUSC8H3R1Z8FD9O,16223.11,5.21,16-01-2025
LON9TFQQHSTCFWG,CUSSGZM4DQ4SEX0,16775.27,9.45,22-02-2024
LONY6QLRGPGR4OR,CUS1HNOUXORXQKN,70222.05,6.56,08-04-2023
LONPQOZS4L3A9UK,CUSN7YM7XFVZTBG,50922.2,7.22,06-10-2024
LON2NCGB8XG2IGH,CUS079DWOHSNXLF,6551.52,13.85,06-04-2022
LON3AMWL5LRK0Y5,CUSU8ZY4NI9RUKV,50743.05,4.55,13-07-2023
LONLBOMG8GL0W5B,CUSZPO226X88II8,72599.11,5.85,06-02-2021
LONYDDED4WCOX3T,CUSLNBK690DFTV9,53629.63,7.76,21-01-2024
LONH9S68F60BMD9,CUST3A73VEKMPEJ,5014.08,5.87,04-02-2025
LON1OE67XZ2FI2W,CUS4DUPN12OOLCA,31583.88,9.01,05-05-2025
LONCQZDJHHVMM7H,CUSJFD1ZJWGJXCJ,3778.51,11.61,23-01-2024
LONEQGTAUGDL900,CUSMSBNAGHNW6BG,3072.44,16.52,27-04-2023
LONXGQHYIFLTTTM,CUS7DJN05LS7YCP,5929.3,15.26,20-10-2022
LON1Z882SGQFBI2,CUSE8KUB32GO76P,62939.17,5.75,11-05-2019
LONQ4T574SUXYBW,CUSIUSW4GJDKJJV,24963.28,3.15,04-11-2020
LONEQBR2O6QE0G8,CUS969XJKIQ6W5N,10336.7,10.6,18-01-2022
LONJ2RZ2N1U0LWP,CUSTIBRRXFC0WN2,16085.84,9.84,25-11-2019
LONU3FUD5CAOHB5,CUS67UJJDNKCHCN,45842.9,2.54,18-12-2021
LONRVGYO8E86P95,CUSQIDZOBK0ZJFN,12813.48,9.5,28-11-2021
LONHWTPCMIJ2CKV,CUSZDOQFC39TDC1,6334.65,6.31,10-02-2025
LON01LWMKLJXFZ9,CUS6Q68PB60FLIK,38961.05,5.85,02-04-2024
LONWR5YYOEP1Q84,CUSPHMIEKMZGWZP,3137.26,7.43,21-07-2019
LONNZIB8EU3B7SA,CUSETPBF9LJ7RQ6,18386.24,11.78,17-07-2024
LONEGR1SVOW4WGZ,CUSBZXEI12OFHBK,17579.66,10.82,09-02-2025
LONSP4MMRHAE319,CUSBRDJUEQ4AG5G,64461.54,5.27,27-04-2021
LONZ7NA1JV7JGX0,CUSDGITPV6664EK,10751.09,5.7,14-08-2019
LONG6RVKAQE3ESL,CUS6TVWM6ZF68RN,11643.18,11.71,07-01-2023
LONXZJ0XG1UQDIA,CUSG8IIHCV72QNQ,32371.05,6.88,08-04-2025
LONZAMSWC0QER96,CUS6IT7O2CVPQLZ,28277.99,14.92,03-09-2020
LONYDAM8RP84DST,CUS17WLQIPN9JTI,20542.5,11.44,09-02-2020
LONZKX50J2FL66F,CUS9SSJ346IT1VG,57148.6,5.87,03-06-2020
LOND59V7SUQRMNB,CUSKD92B3QSTK3X,38049.1,9.76,09-10-2024
LONBIOBMUUDP55P,CUSVZMBKNVR3ZLL,10714.26,9.93,15-01-2019
LONZAQTLE5TJGE1,CUS5YNABBQAUNYJ,6740.13,9.05,24-02-2021
LONDADKFQYZVR44,CUSZZ2U66KFZNFQ,12220.49,7.91,01-12-2025
LONF04A7AJ6AYBK,CUS6I3HWRL3T9MT,50099.39,12.55,01-10-2023
LONV2XGI0ILIUAP,CUSSJ6YPF5X1KTF,6700.89,10.26,14-09-2022
LON2XB514AB8L5I,CUSPQBK2OV14MW5,13396.21,8.31,02-10-2020
LON0QZYJ8MG65V9,CUSXHO5WLL53ZFU,32875.41,9.93,16-07-2019
LON9ICYFZXEHIKN,CUSQNT09KB0KKEM,7394.1,17.04,25-12-2025
LON45XWZ95ICM19,CUSW3MA6SMKYBKN,8574.2,14.93,13-09-2023
LONP3PMJQV6RL2G,CUSQD2EW0PC9TUF,48386.53,12.02,10-01-2021
LON3WZLOCJLYIV8,CUSZSP1YK13WTGD,46318.28,5.82,22-08-2025
LONWX1HSDCJVHP5,CUS48W9AYFO960R,20585.81,7.92,08-05-2024
LONS2ALE8VPOCIV,CUSWGO0YZ5VNBF5,47184.73,2.59,02-06-2023
LONK37R7CFV17DT,CUSZGQ8AZ47HHOB,12400.62,10.71,05-12-2023
LON4AHQT15DFA9H,CUS8RZEBLMB0MIM,53267.61,5.05,10-05-2021
LONR3V15R2FVMYI,CUSUMG0LZBWRVN8,6288.71,7.22,20-01-2023
LONGKTBD5W8RESE,CUSH6SRH97Z2NTF,33769.3,2.79,13-01-2022
LONF6K4XUCDY0G6,CUS3GSXS58QXKUA,28878.65,7.95,13-01-2023
LONWO2WVE5WY802,CUSLPVAO78BHW5I,23478.81,7.8,12-01-2023
LONVU23RNGC1DNT,CUSI1BDPQJ8M1GP,44519.19,5.11,26-08-2019
LONSQCCDUH14T5K,CUSVC9EWP10D49G,39374.17,5.49,26-06-2025
LONKC9ARDKOTNAR,CUSLJO1715GH6U3,14403.07,11.79,05-01-2021
LON4SFSA3P14UP1,CUSW5EVAJGY9F7S,38706.71,7.1,06-08-2021
LONR25DKLKCUVSO,CUS6854V7J25LZV,54494.05,10.07,04-07-2021
LONDFTR30S0USVE,CUSWLO00KM9WFWK,18396.42,4.97,21-09-2024
LON6XWIS31N4PXI,CUSRCDOYCI787R5,69785.01,3.29,14-10-2021
LONSU9M6CYJAMQA,CUS0HM1EVS1WQ68,26736.21,6.75,13-03-2020
LON0DZJNLB4265P,CUSQJCHZ6Y28P7O,27871.82,8.38,01-11-2025
LON832GN7D0SMC1,CUS8S7IIARP9ODB,7050.15,16.36,20-03-2023
LONS98I5IMM31IR,CUS28LJRMCNT4J3,26386.63,5.91,15-01-2023
LONJX0QGP0B9G8T,CUS02IATZMG7X5I,11358.29,11.25,19-12-2019
LONR0FFE3ARGP88,CUS5WTV72JH34LY,40524.84,3.44,03-12-2024
LON5V2N7CWG0I6R,CUSVYG9JW3X1194,47658.65,6.05,25-10-2022
LONY1Q8OQNA1YNE,CUS0N62F00ZPDV4,9928.8,1.57,25-07-2022
LONQNTO5DMWZPHN,CUSUOWJEJAJCGL5,32957.24,8.51,05-10-2021
LONSIEUB0ZVKABJ,CUSCHU8Z0IC0PDF,29792.79,6.3,20-03-2022
LONQR8LWV6P3ZZC,CUSWO1WHDXZL4OY,7724.88,8.14,07-12-2024
LONHMC9AOTWEBPB,CUSYQG67PYWKSXE,38736.89,11.15,21-10-2023
LONZQNO5T1IWF42,CUS8G97GV66K4JK,17402.27,19.03,13-03-2024
LONR8LU7I0F7IUY,CUS1ZDKDY1VUOQG,35139.11,7.82,05-04-2022
LONS26NUSIDC1KK,CUS5E2R92LO4LRO,19824.68,5.74,21-02-2019
LONKOQZ9TRLR9YF,CUS407PADW7X8OS,39892.91,5.63,21-02-2020
LONQJR33IHD9HWP,CUS32E29P9QVIP3,86087.33,5.09,21-12-2020
LONF5FCQJBR5PSY,CUSQNKWRFCUEIY5,80837.93,2.97,18-03-2020
LON5L2D8V23NDUP,CUSXLABTKQULW41,41958.5,7.98,23-06-2021
LON1AT565EPFZGJ,CUS0M5P6P9OGAXZ,25196.44,9.66,22-04-2020
LON2JAF24QFHIRV,CUS2WB3ETRTC2CP,36191.51,7.8,27-11-2022
LONSRRCUHU2QU5J,CUS1RFAJ85J8K2A,12687.01,16.03,01-08-2024
LON97E0KATU2BNM,CUSFTAJ5W2PF0MY,7698.8,12.96,18-10-2024
LONBFRGQEVACARV,CUSHQS6225XWHMX,38881.45,3.9,11-06-2020
LONJFAVM5IYALBP,CUSIA4RL038HPZ9,500,10.4,10-10-2025
LON01V6PX4EZPHK,CUSM3K33M2VZG80,50509.66,3.59,01-11-2019
LON1P9PU4HKFMBR,CUSAL5WL10MVNIK,33421.68,10.44,26-10-2020
LON51IMIDN6UD1D,CUSQE2MZ1HO7YYP,48999.22,7.22,18-01-2024
LON19FDL7GLKK1N,CUSBPQ1ADA3NBBI,38100.69,12.93,19-12-2022
LONYDLH0IKPN5QV,CUSN6D8YCM7IA86,15105.29,9.31,11-10-2019
LONHQG0RNKW841O,CUSJYWRQV87F796,38199.75,5.78,18-12-2023
LON9CIHCJQCW584,CUSG0R065PIH7C6,26152.51,9.34,16-10-2021
LONPRNNWCZQVWLU,CUSRWQ7HU2QLBJZ,12338.67,7.76,05-08-2019
LONI8MJY84UA7SF,CUS6PI69KTYULP3,43967.9,10.46,19-01-2024
LONVJYMVG6VPKSP,CUS8SYX42NRA8SR,500,8.2,25-05-2022
LONKO5IORT4ZSTL,CUSSVZ07RYWTNSU,29524.32,13.23,11-09-2022
LONF8PHLXWN0L7N,CUS2AYWAG7GALID,21662.77,10.05,06-09-2022
LONH0R0HK56U1DR,CUSI8S9ICX7IX9D,40929.88,6.52,23-01-2020
LONCRHYKF8A0A2C,CUSMX6YKDUI1RFT,500,6.21,11-12-2022
LONMGSOEZF0D33Q,CUSF5OXNO40Y975,6384.96,17.54,07-08-2022
LONHQZ1XUVHDWQ1,CUSZXUUIU7QQ3TB,26412.71,8.55,20-03-2022
LONBPARRVYL9WQE,CUSVLELX75ZCAR4,27451.37,8.67,26-09-2022
LONYANTBPORZIZN,CUS31BGONUJNRU2,37786.95,7.59,11-01-2024
LON38G9H20BQBLB,CUS8OSA40BMG75V,500,10.22,03-09-2025
LONT5CB234RJGYT,CUS5T79C4Z504L5,27715.87,6.54,11-09-2023
LON2UZCRAGNVB0B,CUSHU5X8XRV5KYJ,18656.71,9.65,05-01-2024
LONGTDWJC845XEB,CUSO3BF6MJWOZ0T,59076.89,3.33,12-09-2025
LONX89BHWL7DQQ6,CUSFMH88HOR7E19,43533.54,3.54,12-08-2025
LON1MJCNM6UK7V8,CUSJXL9DRSK0M3H,54009.06,5.25,07-06-2020
LONFPSOH475HUWU,CUSN4ADVC4CA38P,21485.27,9.97,04-04-2020
LONIVAQHE5EUO79,CUSHGI7T05YBQ5U,33128.61,4.87,03-05-2022
LONSNW7HZW6ZLMC,CUSE5U8TPLEGK5Z,35759.08,4.41,19-11-2020
LONIRPD3RKKZNAY,CUSLNLA1DP46QBG,40407.23,6.41,06-09-2024
LONN5TPZZLEBEZI,CUS1CE17TZF3GLV,52710.42,12.89,01-06-2021
LONHP113RVRWT9C,CUS3Z5DDLY0K8WS,8527.33,12.72,26-10-2025
LONS08534O1ATTK,CUSV4PAF6CRRNS7,68006.58,11.41,10-04-2019
LONLJJSS5KMRGKI,CUS2JQJNPIX3L5D,32951.52,9.17,05-12-2022
LONFQHJ46VRMO83,CUSTR51X52AU3KZ,10850.65,13.22,10-07-2023
LONBGLDHXJOSSEP,CUS6FZ6FB7Q2KNJ,39047.12,5.48,28-02-2023
LON0JZRTVRIPZMD,CUS16TORWAO3A9Q,53464.62,7.05,05-11-2020
LONWP4RU424UQNS,CUSBYM9367OUVDO,16481.87,8.05,04-12-2025
LONH8R7KK6217M9,CUST2CS0LVGX7VH,27681.5,11.21,23-03-2022
LON0ZL34WRBZJ0X,CUSZFG69XYAWN9A,11830.53,11.2,08-10-2019
LON7TNXR0U3Z5T8,CUSEHAU0MA20I8Q,41827.45,8.29,19-07-2025
LONLZJBEROXFH4Y,CUS2OYBJQMSF44I,75462.19,4.55,10-10-2023
LONOW5YBN0EAVRP,CUS37KOFR6FDC2Y,12506.06,4.76,28-04-2024
LON5ER5W9VW3U6Z,CUSW070ACI3FLX2,21176.34,6.39,23-04-2022
LONX6EDC3CSIMQU,CUS99JG4WTDI33F,13775.94,10.41,01-11-2021
LONV3PSWQMAN981,CUSW7Y9WJDMPHQN,28547.73,9.95,08-12-2022
LON1KKW4WNPI3BV,CUSMWJ7QH6VH5VO,33943.71,11.94,15-06-2019
LONYV4WUZ3XC9TB,CUSESPTJ6ZEXYIZ,9538.58,11.17,27-06-2025
LONNV6SPVI2KOQI,CUSZWBCYAUVC64K,24117.34,11.92,06-08-2020
LONM804F8D4JGE8,CUSGUK15YPR29Z6,59469.91,3.74,13-09-2024
LONAL326OI3PURB,CUS47OLT0UFHUYX,3856.81,12.87,19-04-2022
LON7DCS0LFRPJNR,CUSE8WG7HZICHV5,19936.06,7.74,13-12-2019
LONMI8RPEUFW7Z1,CUSVQD54N1362YD,19599.31,8.55,08-10-2025
LON4HYJP0SMDX1H,CUSJORE67JECTQ4,12072.06,11.79,09-08-2022
LONRXSVXUPPDSM5,CUSYQ10NG4MBUX9,38961.55,4.96,06-02-2021
LON9C393X2L0KPE,CUS5JANH6MNOVNY,8024.29,12.88,25-05-2024
LONF32C14K6WQUS,CUSVCVUE11PJ1GE,56065.4,8.45,26-10-2025
LONQCMRL3GCSRNA,CUSIRZUE7M2IMGF,14219.77,4.13,25-10-2023
LONRD43LBCXTKR1,CUSRNXXII6IO1XN,31149.06,5.75,07-12-2022
LON5SA7TWBN3Z34,CUSZWH32WMZK9QZ,75967.65,3.16,26-06-2019
LONBYICOMQWFS1S,CUS5U7G2NZZ76A9,5565.2,8.35,12-10-2019
LON041V44RBGT86,CUS9LKRTEAJZZ22,37239.76,6.09,23-07-2020
LON6DSQRRJ96FAK,CUS6NJ6HXZ2FR5H,37399.0,2.84,25-10-2021
LON7JG0L6I3VB74,CUSMNY1W6ERT1I0,48522.88,6.85,15-11-2024
LONYEG6N1BG5K62,CUSCHT9VGOVO125,1596.86,15.5,03-04-2020
LONOBVCUODXL12K,CUSB4IJQULUF0RX,45209.17,5.98,27-09-2021
LONODW8VK50CG2T,CUSA7W7IIWFTLQD,19858.03,8.65,22-05-2025
LONFZ9LXYWMWSAN,CUSP1NY0Y11AIKX,20996.48,5.85,28-11-2022
LONIVVZTJPSHVRI,CUSZJCR88BSMDT2,500,7.99,27-06-2019
LONF7XXJ7H9U3KX,CUSXA4WODM9ZKZ3,500,6.6,26-12-2023
LONQE9QB783JZFU,CUSRYHR7RN7WWPT,31649.5,6.66,24-03-2020
LON9FRUE3W1LYCI,CUS8S5S5VTVRKCY,7243.7,13.98,02-01-2021
LONO1FB5DHM0M2O,CUSFV6JQ4ZJ5RQE,53087.61,5.16,18-10-2020
LONXCWKLN0BMBIE,CUSKC1JUT2MNMSP,27899.08,7.74,11-08-2019
LONKTL87GX07SYB,CUSPH7DWTUE0HH4,25570.3,3.26,02-11-2019
LONLDU5PDMV5TBA,CUSRS7JTYCAHB8S,31073.84,8.73,25-03-2019
LONMKQ4VMX3JYDH,CUSQ9YUNB9WPLNC,938.89,12.97,13-06-2019
LONMMZY4TAEZ3PM,CUSCBFHKLBCEY0E,30007.13,9.25,15-01-2022
LON99OBCBMU6UVY,CUSN9JKA38T2LI5,20275.01,4.43,06-01-2019
LONSEATN0DUT46D,CUSYEK82GD4T7N4,26663.38,9.05,16-01-2025
LONBUU0G14LOWDU,CUSYR2X9IGIZS9Q,4077.25,11.42,20-08-2021
LONDK7T47XYHU4Q,CUSZ7ADASE2E86A,6910.82,8.34,15-11-2024
LONULHTRPDE2GUB,CUSHQUTO3K0KJMW,18365.03,10.61,05-05-2025
LONDLFYZYT9JU5F,CUSFMGJA4NBQUJV,21232.97,8.29,06-08-2020
LONUZSTANTTWZTN,CUSAS12Q314CZOV,57924.49,6.07,19-10-2022
LONIY597SQSDQWX,CUS0AEZBKO3HAO8,44801.17,3.18,09-04-2025
LON7GSJDE0CCRWX,CUSMNBWGKISXTKX,20229.22,10.46,10-02-2021
LONH74Z4C46UU6M,CUSOYLHXI91CSU0,14378.95,7.94,15-04-2025
LONC02T1N6BEWYG,CUSDU5EE1YKDAH8,6158.67,15.78,01-01-2021
LON1XBA21U1P74T,CUS5QY4P9UJMVWC,31462.56,4.21,14-03-2021
LON4LC4H2IRSLS1,CUSX5IS63X7HVOO,3188.29,10.88,25-01-2021
LON41TAU8IQ9O2U,CUSTHOO4OUAAWBS,11540.44,16.87,19-01-2021
LON47P5BXRSGA5T,CUSLB05UFGK43K2,35609.03,4.07,28-04-2024
LON2KB4OIDM97C8,CUSRQO6GVE4QVRF,13811.07,5.16,25-06-2025
LONCQA0SJOBEKFH,CUSVLRRZW9UIJYA,48862.46,8.28,16-11-2019
LONZ7FVB4JWRXVN,CUSG572SO3CX00R,61865.0,12.25,24-10-2019
LONWQF16THNAAP3,CUS7YJH5YTWD3GT,14256.8,10.03,18-09-2024
LONMMU0G9850VM8,CUSYMWAZ5GKE1RZ,42503.73,10.35,16-03-2023
LONK4HXVC95ERBE,CUSOGXOAYTY2NJG,6323.8,8.02,02-06-2024
LONUKBOVFF1MT4T,CUSKC5BNZ72WUMA,39577.0,4.6,02-02-2019
LON0DJ3PVZK6SUQ,CUSTXGNNFBPVCRI,23953.18,8.87,21-12-2019
LON3YBUSHQ80A6W,CUS1UCYX7WLQM0D,14180.78,7.88,10-11-2023
LONOW4KKH5723KX,CUSVNY0FCL6FZPZ,20484.75,9.16,02-12-2019
LONMFEIHY70LHN1,CUSYQU6WMXBI6JX,15774.2,12.7,21-06-2024
LONSFB7OAB1JZU4,CUS25ET5A7OR4V7,22186.7,9.6,03-09-2019
LOND7MDL7YRQWEY,CUS4VVCRY510CYL,7916.59,10.59,03-02-2021
LONYI70OMLIIAJQ,CUSN3DUT215NOO3,40729.47,12.66,26-12-2022
LONNTUEQTFBIVIL,CUS8RV6B782EX8N,29088.08,9.12,05-05-2020
LONY3HOIJ3EKXVB,CUS4QPQU1905WXY,23309.48,7.31,03-06-2025
LONNDJFK0D0O7KI,CUSHQ0ZIZXSNNJ6,4902.17,15.83,14-11-2024
LON3ML7QUL1K4L6,CUSVK2HY2G0Z8EY,27667.59,11.72,15-07-2024
LONKMBQZ6FYB7M3,CUSXQKE0N0C1IUB,17216.64,12.25,25-12-2023
LONJLZN9L9DVK00,CUSZ97BRQ9R2KCE,25799.34,5.41,04-09-2021
LONNMGOU33R4AMF,CUSHN9V3VPSSDTE,48320.95,8.49,01-09-2023
LONA2NHI898WH3U,CUS4NXO94EZ7N3J,13426.37,6.74,16-06-2022
LON5J7UD0CI8XQ4,CUS2BYOY7GPOH7A,30785.35,4.98,04-04-2022
LON1VVELJ14AOE2,CUS2AH5R1UKMGEN,920.73,9.81,14-02-2022
LONOMPP5M3543GW,CUS0MWOW0CB4RTG,34168.69,7.93,17-09-2024
LONCH5S1NE7VYYN,CUSJ4V4NUPD2UMZ,21471.73,9.21,01-01-2019
LON5DOT1OY7T149,CUSJSD2T87OQMT2,5236.92,11.16,24-10-2021
LONGM6VQD040GGG,CUSBGTYGRYZ6ZYB,46326.76,10.08,02-12-2023
LONJUXU83WDM664,CUS0PGU20SBL81C,4829.88,12.83,01-07-2023
LONM24ZCW2JTL6Q,CUS59X7WL9J34WX,89950.64,3.2,03-11-2019
LONH9H2WFJLS3HP,CUSQG1SJN97EGE2,50639.32,1.22,08-06-2025
LON9Y6P1M0JCSXX,CUS2GHCWTY1JKCQ,17932.8,5.27,13-08-2019
LONECNRYQLOR4QQ,CUSJK15G5B5ZUU2,15634.44,17.69,08-12-2023
LONS99VCC1FXYDQ,CUSJYI9JVTITPL5,18643.87,14.27,03-03-2021
LONNBE3E5ZP8XYL,CUST9V87IFP3WJ1,7112.21,14.37,28-07-2022
LON7EO8JQRS5493,CUSST2CWOBFCEAA,38700.81,8.55,28-04-2023
LONXZWYU06ALYGE,CUSX8VM20X4CSZB,41707.67,14.26,15-10-2021
LON9RB0V0DPHOEI,CUS6IFRKZMX6YZO,23636.96,4.32,11-11-2019
LON5CGLJKMWAEXK,CUSRTGA94V5TOOJ,7447.17,10.89,09-10-2024
LONB5CO74C1F55T,CUSFR73RHQZYKRU,16134.12,9.02,19-01-2024
LONTR5402FWOJDR,CUSS5ZRRIR1PJ71,5541.49,4.23,28-01-2019
LONGRSS276E5XEC,CUS2E63Z1A2H02I,26817.06,10.6,11-09-2025
LONJBGOKMI3NRV6,CUS9I9WRITJS32G,20617.16,11.68,08-12-2021
LON84BVFCS6T3C5,CUSGI2X5RCWYNFZ,22128.18,11.29,16-12-2021
LONGG0PFBPJW089,CUS1U0ILGH71A36,46412.81,9.44,12-04-2023
LON8O4KBQWYJ8EX,CUSNTK50GPHP05K,32053.38,1.81,08-01-2025
LON1SR81T2QDCCF,CUS7EXZ8R77PP3X,29018.94,9.33,02-01-2022
LONV7ISR4SXYZ1L,CUS8LE1ZZGV937U,46739.16,6.78,14-11-2025
LONLARXYB2EWOJV,CUSFGBOWT7USEPL,8126.1,15.03,06-10-2022
LON7L6UM4BP5NRZ,CUSYH0T2L2ZCHER,500,10.22,13-09-2022
LONE9JRS66NZFBM,CUSSIPW233BJU8B,10563.19,10.3,04-10-2024
LONWHK9F1J2IKRX,CUS56YZ9DTVKARK,1408.62,17.62,24-10-2025
LONFGQSCIC3AKI4,CUSX3T4ZLCO7NLS,39391.11,6.63,16-01-2021
LONLZ98DN2T2V7T,CUSK86YQMO0186T,29412.67,9.34,12-11-2023
LONDNX506S0IEAU,CUSEJ48IKOY23GN,36355.69,6.4,10-03-2019
LONZQBN1R7PAMQK,CUSONWIQBE0K2WI,48373.56,7.13,08-01-2022
